sku,shopifyId,newBrand,newTitle
GA-EFRDT3X,8138598219955,Epiphone,Epiphone Epiphone Frontier Tee (Red)
GA-EBGMSM,8167263699123,Epiphone,Epiphone Epiphone Badge T
GA-EBGMMD,8167263535283,Epiphone,Epiphone Epiphone Badge T
GA-EBGMLG,8167263273139,Epiphone,Epiphone Epiphone Badge T
GA-EBGMXL,8167262683315,Epiphone,Epiphone Epiphone Badge T
GA-EBGMXXL,8167262814387,Epiphone,Epiphone Epiphone Badge T
GA-ECBWSM,8167262224563,Epiphone,Epiphone Epiphone Women's V-Neck T
GA-ECBWMD,8167261995187,Epiphone,Epiphone Epiphone Women's V-Neck T
GA-ECBWLG,8167263174835,Epiphone,Epiphone Epiphone Women's V-Neck T
GA-ECBWXL,8167262552243,Epiphone,Epiphone Epiphone Women's V-Neck T
GA-ECBWXXL,8167261372595,Epiphone,Epiphone Epiphone Women's V-Neck T
GA-ECBMSM,8138597433523,Epiphone,Epiphone Epiphone Logo T (Black)
GA-ECBMMD,8138597564595,Epiphone,Epiphone Epiphone Logo T (Black)
GA-ECBMLG,8138597761203,Epiphone,Epiphone Epiphone Logo T (Black)
GA-ECBMXL,8138599268531,Epiphone,Epiphone Epiphone Logo T (Black)
GA-ECBMXXL,8138599104691,Epiphone,Epiphone Epiphone Logo T (Black)
GA-ECRMSM,8167260881075,Epiphone,Epiphone Epiphone Logo T (Red)
GA-ECRMMD,8167261831347,Epiphone,Epiphone Epiphone Logo T (Red)
GA-ECRMLG,8167261503667,Epiphone,Epiphone Epiphone Logo T (Red)
GA-ECRMXL,8167261044915,Epiphone,Epiphone Epiphone Logo T (Red)
GA-ECRMXXL,8167260389555,Epiphone,Epiphone Epiphone Logo T (Red)
GE-BLKC,8138514923699,Epiphone,Epiphone Epiphone Pickholder Hat
PEEP-030,8167259963571,Epiphone,Epiphone Epiphone Strap Locks
940-KPGIGVOY,8167255867571,Kramer,Kramer Kramer Premium Gig Bag Voyager
940-KRDIGIG,8167261798579,Kramer,Kramer D-1 Bass and Guitar Gig bag
940-KPGIGADE,8167255736499,Kramer,Kramer Kramer Premium Gig Bag Assault Guitar/D-1 Bass
940-KPGIGVAN,8167255933107,Kramer,Kramer Kramer Premium Gig Bag Vanguard
940-KPGIGBAR,8138651926707,Kramer,Kramer Kramer Premium Gig Bag S-Style
940-KRVGCS,8138651533491,Kramer,Kramer Kramer Vanguard Hard Shell Case
940-KRSTCS,8138651730099,Kramer,Kramer Hard Case Kramer Striker/Pacer/SM-1/84
940-KRD1CS,8138651828403,Kramer,Kramer D-1 Bass Case
GA-KHDCMOXS,8138541334707,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMOSM,8138541400243,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMOMD,8138541662387,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMOLG,8138541564083,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMOXL,8138541465779,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMO2X,8138541826227,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDCMO3X,8138541760691,Kramer,Kramer Kramer Camo Fullzip Hoodie (Black)
GA-KHDMDRHXS,8138541007027,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRHSM,8138541039795,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRHMD,8138541072563,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRHLG,8138541203635,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRHXL,8138540843187,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRH2X,8138541269171,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDMDRH3X,8138541138099,Kramer,Kramer Kramer Made to Rock Hard Fullzip Hoodie (Black)
GA-KHDNEONXS,8138540417203,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEONSM,8138540548275,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEONMD,8138540613811,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEONLG,8138540777651,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEONXL,8138540482739,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEON2X,8138540810419,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KHDNEON3X,8138540712115,Kramer,Kramer Kramer Neon Pullover Hoodie (Black)
GA-KNTBXS,8138536353971,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTBSM,8138538483891,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTBMD,8138538614963,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTBLG,8138538680499,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTBXL,8138538549427,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTB2X,8138538746035,Kramer,Kramer Kramer Neon Tee (Black)
GA-KNTB3X,8138538713267,Kramer,Kramer Kramer Neon Tee (Black)
GA-KMRHXS,8138538811571,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRHSM,8138538877107,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRHMD,8138539008179,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRHLG,8138538909875,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRHXL,8138538778803,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRH2X,8138539106483,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KMRH3X,8138539040947,Kramer,Kramer Kramer Made to Rock Hard Tee (Black)
GA-KTSBKXS,8138535731379,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBKSM,8138535764147,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBKMD,8138535829683,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBKLG,8138535862451,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBKXL,8138535796915,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBK2X,8138535895219,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSBK3X,8138535993523,Kramer,Kramer Kramer Tiger Stripe Tee (Black Heather)
GA-KTSGXS,8138535174323,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSGSM,8138535338163,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSGMD,8138535436467,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSGLG,8138535534771,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSGXL,8138535207091,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSG2X,8138535665843,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSG3X,8138535600307,Kramer,Kramer Kramer Tiger Stripe Tee (Green)
GA-KTSWTXS,8138538221747,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWTSM,8138538287283,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWTMD,8138538385587,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWTLG,8138534813875,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWTXL,8138538320051,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWT2X,8138535043251,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KTSWT3X,8138534944947,Kramer,Kramer Kramer Tiger Stripe Tee (White)
GA-KCCTXS,8138542088371,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCTSM,8138542383283,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCTMD,8138542284979,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCTLG,8138542448819,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCTXL,8138542186675,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCT2X,8138541170867,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KCCT3X,8138541105331,Kramer,Kramer Kramer Checkered Flag Cutoff Tee (Blue)
GA-KFTHT,8138542022835,Kramer,Kramer Kramer Foam Trucker
GA-KRTHT,8138536124595,Kramer,Kramer Kramer Rope Trucker
GA-KPTHT,8138536255667,Kramer,Kramer Kramer Patch Trucker
GA-KCHT,8138541924531,Kramer,Kramer Kramer Corduroy Hat
GA-KBBHT,8138541236403,Kramer,Kramer Kramer Baseball Hat
CABP-GRY,8138640818355,Maestro,"Maestro Maestro Instrument Patch Cables, 2-Pack"
GA-MTHT,8138538254515,Maestro,Maestro Maestro Trucker Hat
GA-LED2-INTL,8167252983987,Gibson,Gibson Gibson Custom LED Sign
GA-LED1-INTL,8138534420659,Gibson,Gibson Gibson Logo LED Sign
GA-TEE-MAEST-BLK-SM,8138528096435,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-BLK-MD,8138528358579,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-BLK-LG,8138528489651,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-BLK-XL,8138528260275,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-BLK-2X,8138528719027,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-BLK-3X,8138528620723,Maestro,Maestro Maestro Trumpets Tee (Black)
GA-TEE-MAEST-TL-SM,8138526228659,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-MAEST-TL-MD,8138526130355,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-MAEST-TL-LG,8138526556339,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-MAEST-TL-XL,8138526032051,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-MAEST-TL-2X,8138526752947,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-MAEST-TL-3X,8138526359731,Maestro,Maestro Maestro Trumpets Tee
GA-TEE-QFI-BLK-SM,8167241285811,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-QFI-BLK-MD,8167241154739,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-QFI-BLK-LG,8167241121971,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-QFI-BLK-XL,8167241220275,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-QFI-BLK-2X,8167240958131,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-QFI-BLK-3X,8167241056435,Gibson,Gibson Quality Fretted Instruments Tee (Vintage Black)
GA-TEE-STRG-BLK-SM,8167240827059,Gibson,Gibson Original Tone Tee (Black)
GA-TEE-STRG-BLK-MD,8167240761523,Gibson,Gibson Original Tone Tee (Black)
GA-TEE-STRG-BLK-LG,8167240695987,Gibson,Gibson Original Tone Tee (Black)
GA-TEE-STRG-BLK-XL,8167240859827,Gibson,Gibson Original Tone Tee (Black)
GA-TEE-STRG-BLK-2X,8167240564915,Gibson,Gibson Original Tone Tee (Black)
GA-TEE-STRG-BLK-3X,8167240630451,Gibson,Gibson Original Tone Tee (Black)
GA-TEEWM-USA-WHT-SM,8138524360883,Gibson,Gibson Gibson USA Women's Tee
GA-TEEWM-USA-WHT-MD,8138524426419,Gibson,Gibson Gibson USA Women's Tee
GA-TEEWM-USA-WHT-LG,8138524491955,Gibson,Gibson Gibson USA Women's Tee
GA-TEEWM-USA-WHT-XL,8138524164275,Gibson,Gibson Gibson USA Women's Tee
GA-TEEWM-USA-WHT-2X,8138524623027,Gibson,Gibson Gibson USA Women's Tee
GA-TEEWM-USA-WHT-3X,8138524557491,Gibson,Gibson Gibson USA Women's Tee
KA-TEE-CDME-PNK-SM,8138553458867,Kramer,Kramer Classic Designs Modern Edge Tee
KA-TEE-CDME-PNK-MD,8138553393331,Kramer,Kramer Classic Designs Modern Edge Tee
KA-TEE-CDME-PNK-LG,8138553327795,Kramer,Kramer Classic Designs Modern Edge Tee
KA-TEE-CDME-PNK-XL,8138553524403,Kramer,Kramer Classic Designs Modern Edge Tee
KA-TEE-CDME-PNK-2X,8138553163955,Kramer,Kramer Classic Designs Modern Edge Tee
KA-TEE-CDME-PNK-3X,8138553229491,Kramer,Kramer Classic Designs Modern Edge Tee
GA-HOOD-CAMO-SM,8138592125107,Gibson,Gibson Camo Pullover
GA-HOOD-CAMO-MD,8138592288947,Gibson,Gibson Camo Pullover
GA-HOOD-CAMO-LG,8138592452787,Gibson,Gibson Camo Pullover
GA-HOOD-CAMO-XL,8138591994035,Gibson,Gibson Camo Pullover
GA-HOOD-CAMO-2X,8138592583859,Gibson,Gibson Camo Pullover
GA-HOOD-CAMO-3X,8138592387251,Gibson,Gibson Camo Pullover
GA-SLHT,8167253967027,Gibson,Gibson Slash 'Skully' Trucker Hat
EIES335JJSVWNH3,8138619977907,Epiphone,Epiphone Jim James ES-335
ASPRCASE-335,8138647175347,Gibson,"Gibson Deluxe Protector Case, ES-335"
ASPRCASE-DN,8138653958323,Gibson,"Gibson Deluxe Protector Case, Dreadnought"
ASPRCASE-J185,8138653696179,Gibson,"Gibson Deluxe Protector Case, J-185"
ASPRCASE-339,8138647011507,Gibson,"Gibson Deluxe Protector Case, ES-339"
ASPRCASE-EXP,8138654023859,Gibson,"Gibson Deluxe Protector Case, Explorer"
ASPRCASE-FB,8138653860019,Gibson,"Gibson Deluxe Protector Case, Firebird"
KA-TEE-LPRD-PUR-SM,8138554114227,Kramer,Kramer Kramer Leopard Tee
KA-TEE-LPRD-PUR-MD,8138554015923,Kramer,Kramer Kramer Leopard Tee
KA-TEE-LPRD-PUR-LG,8138553950387,Kramer,Kramer Kramer Leopard Tee
KA-TEE-LPRD-PUR-XL,8138554212531,Kramer,Kramer Kramer Leopard Tee
KA-TEE-LPRD-PUR-2X,8138554048691,Kramer,Kramer Kramer Leopard Tee
KA-TEE-LPRD-PUR-3X,8138554146995,Kramer,Kramer Kramer Leopard Tee
PUCBDB2,8167242498227,Gibson,"Gibson Custombucker (Double Black, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBZB2,8167247642803,Gibson,"Gibson Custombucker (Double Black, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2,8167242334387,Gibson,"Gibson Custombucker (Double Black, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2,8167247413427,Gibson,"Gibson Custombucker (Double Black, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBZB2,8167247642803,Gibson,"Gibson Custombucker (Zebra, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDB2,8167242498227,Gibson,"Gibson Custombucker (Zebra, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2,8167242334387,Gibson,"Gibson Custombucker (Zebra, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2,8167247413427,Gibson,"Gibson Custombucker (Zebra, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2,8167242334387,Gibson,"Gibson Custombucker (Double Black, True Historic Nickel Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2,8167247413427,Gibson,"Gibson Custombucker (Double Black, True Historic Nickel Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDB2,8167242498227,Gibson,"Gibson Custombucker (Double Black, True Historic Nickel Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBZB2,8167247642803,Gibson,"Gibson Custombucker (Double Black, True Historic Nickel Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2,8167247413427,Gibson,"Gibson Custombucker (Double Black, True Historic Gold Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2,8167242334387,Gibson,"Gibson Custombucker (Double Black, True Historic Gold Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBZB2,8167247642803,Gibson,"Gibson Custombucker (Double Black, True Historic Gold Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDB2,8167242498227,Gibson,"Gibson Custombucker (Double Black, True Historic Gold Cover, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2-SET,8167247577267,Gibson,"Gibson Custombucker (Matched Set, Double Black, True Historic Nickel Covers, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2-SET,8167247511731,Gibson,"Gibson Custombucker (Matched Set, Double Black, True Historic Nickel Covers, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBGC2-SET,8167247511731,Gibson,"Gibson Custombucker (Matched Set, Double Black, True Historic Gold Covers, 2-Conductor, Unpotted, Alnico 3, 8K)"
PUCBDBNC2-SET,8167247577267,Gibson,"Gibson Custombucker (Matched Set, Double Black, True Historic Gold Covers, 2-Conductor, Unpotted, Alnico 3, 8K)"
PU90DEBC2,8167247151283,Gibson,"Gibson P-90 Dogear (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBBC2,8167247282355,Gibson,"Gibson P-90 Dogear (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBCC2,8167247347891,Gibson,"Gibson P-90 Dogear (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBBC2,8167247282355,Gibson,"Gibson P-90 Soapbar (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90DEBC2,8167247151283,Gibson,"Gibson P-90 Soapbar (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBCC2,8167247347891,Gibson,"Gibson P-90 Soapbar (Black Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBCC2,8167247347891,Gibson,"Gibson P-90 Soapbar (Cream Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90SBBC2,8167247282355,Gibson,"Gibson P-90 Soapbar (Cream Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU90DEBC2,8167247151283,Gibson,"Gibson P-90 Soapbar (Cream Cover, 2-Conductor, Potted, Alnico 5, 8K)"
PU57DB2,8167247085747,Gibson,"Gibson '57 Classic (Double Black, 2-Conductor, Potted, Alnico 2, 8K)"
PU57ZB2,8167246987443,Gibson,"Gibson '57 Classic (Double Black, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBNC2,8167246889139,Gibson,"Gibson '57 Classic (Double Black, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBGC2,8167246790835,Gibson,"Gibson '57 Classic (Double Black, 2-Conductor, Potted, Alnico 2, 8K)"
PU57ZB2,8167246987443,Gibson,"Gibson '57 Classic (Zebra, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DB2,8167247085747,Gibson,"Gibson '57 Classic (Zebra, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBNC2,8167246889139,Gibson,"Gibson '57 Classic (Zebra, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBGC2,8167246790835,Gibson,"Gibson '57 Classic (Zebra, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBNC2,8167246889139,Gibson,"Gibson '57 Classic (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBGC2,8167246790835,Gibson,"Gibson '57 Classic (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DB2,8167247085747,Gibson,"Gibson '57 Classic (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57ZB2,8167246987443,Gibson,"Gibson '57 Classic (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBGC2,8167246790835,Gibson,"Gibson '57 Classic (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBNC2,8167246889139,Gibson,"Gibson '57 Classic (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DB2,8167247085747,Gibson,"Gibson '57 Classic (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57ZB2,8167246987443,Gibson,"Gibson '57 Classic (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 8K)"
PU57DBNC4,8167246594227,Gibson,"Gibson '57 Classic (Double Black, Nickel Cover, 4-Conductor, Potted, Alnico 2, 8K)"
PU57+DB2,8167246692531,Gibson,"Gibson '57 Classic Plus (Double Black, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+ZB2,8167246495923,Gibson,"Gibson '57 Classic Plus (Double Black, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBNC2,8167246299315,Gibson,"Gibson '57 Classic Plus (Double Black, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBGC2,8167244136627,Gibson,"Gibson '57 Classic Plus (Double Black, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+ZB2,8167246495923,Gibson,"Gibson '57 Classic Plus (Zebra, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DB2,8167246692531,Gibson,"Gibson '57 Classic Plus (Zebra, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBNC2,8167246299315,Gibson,"Gibson '57 Classic Plus (Zebra, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBGC2,8167244136627,Gibson,"Gibson '57 Classic Plus (Zebra, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBNC2,8167246299315,Gibson,"Gibson '57 Classic Plus (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBGC2,8167244136627,Gibson,"Gibson '57 Classic Plus (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DB2,8167246692531,Gibson,"Gibson '57 Classic Plus (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+ZB2,8167246495923,Gibson,"Gibson '57 Classic Plus (Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBGC2,8167244136627,Gibson,"Gibson '57 Classic Plus (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DBNC2,8167246299315,Gibson,"Gibson '57 Classic Plus (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+ZB2,8167246495923,Gibson,"Gibson '57 Classic Plus (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PU57+DB2,8167246692531,Gibson,"Gibson '57 Classic Plus (Double Black, Gold Cover, 2-Conductor, Potted, Alnico 2, 9K)"
PUBB1DBNC2,8167244038323,Gibson,"Gibson Burstbucker Type 1 (Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 2, 7.8K)"
PUBB2DBNC2,8167244398771,Gibson,"Gibson Burstbucker Type 2 (Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 2, 8.4K)"
PUBB3DBNC2,8167243841715,Gibson,"Gibson Burstbucker Type 3 (Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 2, 8.7K)"
PUBBPRDBNC2,8167243940019,Gibson,"Gibson Burstbucker Pro (Rhythm, Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 5, 7.8K) "
PUBBPTDBNC2,8167244071091,Gibson,"Gibson Burstbucker Pro (Rhythm, Double Black, Nickel Cover, 2-Conductor, Potted, Alnico 5, 7.8K) "
PU60BBDBNC2,8167244333235,Gibson,"Gibson 60s Burstbucker (Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 5, 8K)"
PUTTRDBNC2,8167244169395,Gibson,"Gibson T-Type (Rhythm, Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 5, 7.3K)"
PUTTTDBNC2,8167244267699,Gibson,"Gibson T-Type (Rhythm, Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 5, 7.3K)"
PUTTTDBNC2,8167244267699,Gibson,"Gibson T-Type (Treble, Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 5, 7.6K)"
PUTTRDBNC2,8167244169395,Gibson,"Gibson T-Type (Treble, Double Black, Nickel Cover, 2-Conductor, Unpotted, Alnico 5, 7.6K)"
PUMHRCC2,8167243874483,Gibson,"Gibson Original Mini-Humbucker (Rhythm, Chrome Cover, 2-Conductor, Potted, Alnico 2, 6.2K)"
PUMHTCC2,8167243972787,Gibson,"Gibson Original Mini-Humbucker (Rhythm, Chrome Cover, 2-Conductor, Potted, Alnico 2, 6.2K)"
PUMHTCC2,8167243972787,Gibson,"Gibson Original Mini-Humbucker (Treble, Chrome Cover, 2-Conductor, Potted, Alnico 2, 6.2K)"
PUMHRCC2,8167243874483,Gibson,"Gibson Original Mini-Humbucker (Treble, Chrome Cover, 2-Conductor, Potted, Alnico 2, 6.2K)"
PU70EVHRDB2,8167243743411,Gibson,"Gibson 70s Tribute (Rhythm, Double Black, 2-Conductor, Potted, Alnico 5, 16.2K)"
PU70EVHTDB2,8167243645107,Gibson,"Gibson 70s Tribute (Rhythm, Double Black, 2-Conductor, Potted, Alnico 5, 16.2K)"
PU70EVHTDB2,8167243645107,Gibson,"Gibson 70s Tribute (Treble, Double Black, 2-Conductor, Potted, Alnico 5, 15K)"
PU70EVHRDB2,8167243743411,Gibson,"Gibson 70s Tribute (Treble, Double Black, 2-Conductor, Potted, Alnico 5, 15K)"
PUDFDB4,8167240237235,Gibson,"Gibson Dirty Fingers (Double Black, 4-Conductor, Potted, Ceramic, 15K)"
PU490RDB4,8167243546803,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBCC4,8167243350195,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBGC4,8167243448499,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBCC4,8167243350195,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBGC4,8167243448499,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDB4,8167243546803,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBGC4,8167243448499,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDB4,8167243546803,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490RDBCC4,8167243350195,Gibson,"Gibson 490R - Modern Classic"" (Rhythm"
PU490TDBCC4,8167243251891,Gibson,"Gibson 490T - Modern Classic"" (Treble"
PU498TDB4,8167242891443,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU498TDBCC4,8167242989747,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU498TDBGC4,8167243153587,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU498TDBCC4,8167242989747,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU498TDBGC4,8167243153587,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU498TDB4,8167242891443,Gibson,"Gibson 498T - Hot Alnico"" (Treble"
PU496RDB4,8167242793139,Gibson,"Gibson 496R - Hot Ceramic"" (Rhythm"
PU500TDB4,8167242694835,Gibson,"Gibson 500T - Super Ceramic"" (Treble"
PU490498DBCC2-SET,8167258226867,Gibson,"Gibson 490R / 498T Set (Double Black, Chrome Covers, 4-Conductor, Potted, T: 14.2K and Alnico 5, R: 8K and Alnico 2)"
PU5757+DBNC2-SET,8167258390707,Gibson,"Gibson '57 Classic / '57 Classic Plus Set (Double Black, Nickel Covers, 2-conductor, Potted, Alnico 2)"
